node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
HDAC2	RPS6KB1	9606.ENSP00000430432	9606.ENSP00000225577	0	0	0	0	0	0.151	0	0	0.150
HDAC2	NR3C1	9606.ENSP00000430432	9606.ENSP00000231509	0	0	0	0	0	0.298	0	0	0.298
HDAC2	SIRT2	9606.ENSP00000430432	9606.ENSP00000249396	0	0	0	0	0	0.183	0	0	0.183
HDAC2	PER2	9606.ENSP00000430432	9606.ENSP00000254657	0	0	0	0	0	0.159	0	0	0.158
HDAC2	MDM2	9606.ENSP00000430432	9606.ENSP00000258149	0	0	0	0	0	0.270	0	0	0.270
HDAC2	CREBBP	9606.ENSP00000430432	9606.ENSP00000262367	0	0	0	0	0	0.580	0	0	0.580
HDAC2	BRD4	9606.ENSP00000430432	9606.ENSP00000263377	0	0	0	0	0	0.171	0	0	0.171
HDAC2	BRAF	9606.ENSP00000430432	9606.ENSP00000288602	0	0	0	0	0	0.164	0	0	0.164
HDAC2	LRRK2	9606.ENSP00000430432	9606.ENSP00000298910	0	0	0	0	0	0.317	0	0	0.317
HDAC2	MAP2K1	9606.ENSP00000430432	9606.ENSP00000302486	0	0	0	0	0	0.257	0	0	0.257
HDAC2	PPARD	9606.ENSP00000430432	9606.ENSP00000310928	0	0	0	0	0	0.646	0	0	0.646
HDAC2	HDAC6	9606.ENSP00000430432	9606.ENSP00000334061	0	0	0	0.612	0	0.368	0	0	0.368
HDAC2	PARP1	9606.ENSP00000430432	9606.ENSP00000355759	0	0	0	0	0	0.501	0	0	0.501
HDAC2	JUN	9606.ENSP00000430432	9606.ENSP00000360266	0	0	0	0	0	0.273	0	0	0.273
HDAC2	HDAC1	9606.ENSP00000430432	9606.ENSP00000362649	0	0	0	0.983	0	0.992	0	0	0.992
HDAC2	AR	9606.ENSP00000430432	9606.ENSP00000363822	0	0	0	0	0	0.298	0	0	0.298
HDAC2	SYK	9606.ENSP00000430432	9606.ENSP00000364907	0	0	0	0	0	0.298	0	0	0.298
HDAC6	MAPK1	9606.ENSP00000334061	9606.ENSP00000215832	0	0	0	0	0	0.495	0	0	0.495
HDAC6	AURKA	9606.ENSP00000334061	9606.ENSP00000216911	0	0	0	0	0	0.270	0	0	0.270
HDAC6	GSK3A	9606.ENSP00000334061	9606.ENSP00000222330	0	0	0	0	0	0.338	0	0	0.338
HDAC6	NR3C1	9606.ENSP00000334061	9606.ENSP00000231509	0	0	0	0	0	0.298	0	0	0.298
HDAC6	SIRT2	9606.ENSP00000334061	9606.ENSP00000249396	0	0	0	0	0	0.562	0	0	0.562
HDAC6	CREBBP	9606.ENSP00000334061	9606.ENSP00000262367	0	0	0	0	0	0.171	0	0	0.171
HDAC6	MAPK3	9606.ENSP00000334061	9606.ENSP00000263025	0	0	0	0	0	0.495	0	0	0.495
HDAC6	BRD4	9606.ENSP00000334061	9606.ENSP00000263377	0	0	0	0	0	0.171	0	0	0.171
HDAC6	PIK3CA	9606.ENSP00000334061	9606.ENSP00000263967	0	0	0	0	0	0.280	0	0	0.280
HDAC6	IGF1R	9606.ENSP00000334061	9606.ENSP00000268035	0	0	0	0	0	0.250	0	0	0.250
HDAC6	LRRK2	9606.ENSP00000334061	9606.ENSP00000298910	0	0	0	0	0	0.519	0	0	0.519
HDAC6	FASN	9606.ENSP00000334061	9606.ENSP00000304592	0	0	0	0	0	0.270	0	0	0.270
HDAC6	ADRB2	9606.ENSP00000334061	9606.ENSP00000305372	0	0	0	0	0	0.191	0	0	0.191
HDAC6	GSK3B	9606.ENSP00000334061	9606.ENSP00000324806	0	0	0	0	0	0.338	0	0	0.338
HDAC6	PRKCZ	9606.ENSP00000334061	9606.ENSP00000367830	0	0	0	0	0	0.298	0	0	0.298
HDAC6	PTPN1	9606.ENSP00000334061	9606.ENSP00000360683	0	0	0	0	0	0.270	0	0	0.270
HDAC6	PTPN11	9606.ENSP00000334061	9606.ENSP00000340944	0	0	0	0	0	0.270	0	0	0.270
HDAC6	SYK	9606.ENSP00000334061	9606.ENSP00000364907	0	0	0	0	0	0.298	0	0	0.298
HDAC6	PRKCA	9606.ENSP00000334061	9606.ENSP00000408695	0	0	0	0	0	0.486	0	0	0.485
HDAC6	HDAC2	9606.ENSP00000334061	9606.ENSP00000430432	0	0	0	0.612	0	0.368	0	0	0.368
HDAC6	JAK2	9606.ENSP00000334061	9606.ENSP00000371067	0	0	0	0	0	0.298	0	0	0.298
HDAC6	CDK1	9606.ENSP00000334061	9606.ENSP00000378699	0	0	0	0	0	0.292	0	0	0.292
HDAC6	HDAC1	9606.ENSP00000334061	9606.ENSP00000362649	0	0	0	0.613	0	0.368	0	0	0.368
HDAC6	PPP1CC	9606.ENSP00000334061	9606.ENSP00000341779	0	0	0	0	0	0.308	0	0	0.308
HDAC6	HSP90AB1	9606.ENSP00000334061	9606.ENSP00000360609	0	0	0	0	0	0.760	0	0	0.760
HIPK4	GSK3A	9606.ENSP00000291823	9606.ENSP00000222330	0	0	0	0.641	0	0.164	0	0	0.163
HIPK4	STK38	9606.ENSP00000291823	9606.ENSP00000229812	0	0	0	0.566	0	0.172	0	0	0.171
HIPK4	CDK8	9606.ENSP00000291823	9606.ENSP00000370938	0	0	0	0.588	0	0.154	0	0	0.153
HIPK4	GSK3B	9606.ENSP00000291823	9606.ENSP00000324806	0	0	0	0.667	0	0.164	0	0	0.163
HMGCR	PSMB1	9606.ENSP00000287936	9606.ENSP00000262193	0	0	0	0	0	0.165	0	0	0.165
HMGCR	PSMB8	9606.ENSP00000287936	9606.ENSP00000364016	0	0	0	0	0	0.165	0	0	0.165
HMGCR	PSMB2	9606.ENSP00000287936	9606.ENSP00000362334	0	0	0	0	0	0.165	0	0	0.165
HMGCR	PSMB5	9606.ENSP00000287936	9606.ENSP00000355325	0	0	0	0	0	0.165	0	0	0.165
HSD11B2	BRAF	9606.ENSP00000316786	9606.ENSP00000288602	0	0	0	0	0	0.185	0	0	0.185
HSD11B2	HDAC1	9606.ENSP00000316786	9606.ENSP00000362649	0	0	0	0	0	0.309	0	0	0.309
HSP90AB1	MAPK1	9606.ENSP00000360609	9606.ENSP00000215832	0	0	0	0	0	0.227	0	0	0.226
HSP90AB1	GSK3A	9606.ENSP00000360609	9606.ENSP00000222330	0	0	0	0	0	0.237	0	0	0.237
HSP90AB1	RPS6KB1	9606.ENSP00000360609	9606.ENSP00000225577	0	0	0	0	0	0.247	0	0	0.247
HSP90AB1	MAPK14	9606.ENSP00000360609	9606.ENSP00000229795	0	0	0	0	0	0.288	0	0	0.288
HSP90AB1	STK38	9606.ENSP00000360609	9606.ENSP00000229812	0	0	0	0	0	0.160	0	0	0.160
HSP90AB1	NR3C1	9606.ENSP00000360609	9606.ENSP00000231509	0	0	0	0	0	0.821	0	0	0.821
HSP90AB1	MDM2	9606.ENSP00000360609	9606.ENSP00000258149	0	0	0	0	0	0.270	0	0	0.270
HSP90AB1	PDGFRB	9606.ENSP00000360609	9606.ENSP00000261799	0	0	0	0	0	0.172	0	0	0.172
HSP90AB1	FLT4	9606.ENSP00000360609	9606.ENSP00000261937	0	0	0	0	0	0.172	0	0	0.172
HSP90AB1	MAPK3	9606.ENSP00000360609	9606.ENSP00000263025	0	0	0	0	0	0.299	0	0	0.299
HSP90AB1	TYRO3	9606.ENSP00000360609	9606.ENSP00000263798	0	0	0	0	0	0.237	0	0	0.237
HSP90AB1	CDK2	9606.ENSP00000360609	9606.ENSP00000266970	0	0	0	0	0	0.335	0	0	0.335
HSP90AB1	IGF1R	9606.ENSP00000360609	9606.ENSP00000268035	0	0	0	0	0	0.282	0	0	0.282
HSP90AB1	ERBB2	9606.ENSP00000360609	9606.ENSP00000269571	0	0	0	0	0	0.713	0	0	0.713
HSP90AB1	PAK1	9606.ENSP00000360609	9606.ENSP00000278568	0	0	0	0	0	0.162	0	0	0.161
HSP90AB1	CSF1R	9606.ENSP00000360609	9606.ENSP00000286301	0	0	0	0	0	0.172	0	0	0.172
HSP90AB1	BRAF	9606.ENSP00000360609	9606.ENSP00000288602	0	0	0	0	0	0.383	0	0	0.383
HSP90AB1	MERTK	9606.ENSP00000360609	9606.ENSP00000295408	0	0	0	0	0	0.237	0	0	0.237
HSP90AB1	LRRK2	9606.ENSP00000360609	9606.ENSP00000298910	0	0	0	0	0	0.806	0	0	0.806
HSP90AB1	AXL	9606.ENSP00000360609	9606.ENSP00000301178	0	0	0	0	0	0.237	0	0	0.237
HSP90AB1	INSR	9606.ENSP00000360609	9606.ENSP00000303830	0	0	0	0	0	0.161	0	0	0.161
HSP90AB1	SF3B3	9606.ENSP00000360609	9606.ENSP00000305790	0	0	0	0	0	0.588	0	0	0.588
HSP90AB1	PRKCE	9606.ENSP00000360609	9606.ENSP00000306124	0	0	0	0	0	0.486	0	0	0.486
HSP90AB1	AURKB	9606.ENSP00000360609	9606.ENSP00000313950	0	0	0	0	0	0.743	0	0	0.743
HSP90AB1	GSK3B	9606.ENSP00000360609	9606.ENSP00000324806	0	0	0	0	0	0.216	0	0	0.216
HSP90AB1	PGR	9606.ENSP00000360609	9606.ENSP00000325120	0	0	0	0	0	0.182	0	0	0.181
HSP90AB1	MAPK11	9606.ENSP00000360609	9606.ENSP00000333685	0	0	0	0	0	0.227	0	0	0.226
HSP90AB1	HDAC6	9606.ENSP00000360609	9606.ENSP00000334061	0	0	0	0	0	0.760	0	0	0.760
HSP90AB1	NR1I2	9606.ENSP00000360609	9606.ENSP00000336528	0	0	0	0	0	0.255	0	0	0.255
HSP90AB1	LCK	9606.ENSP00000360609	9606.ENSP00000337825	0	0	0	0	0	0.303	0	0	0.303
HSP90AB1	LIMK2	9606.ENSP00000360609	9606.ENSP00000339916	0	0	0	0	0	0.237	0	0	0.237
HSP90AB1	PPP1CC	9606.ENSP00000360609	9606.ENSP00000341779	0	0	0	0	0	0.243	0	0	0.242
HSP90AB1	JAK1	9606.ENSP00000360609	9606.ENSP00000343204	0	0	0	0	0	0.237	0	0	0.237
HSP90AB1	RET	9606.ENSP00000360609	9606.ENSP00000347942	0	0	0	0	0	0.172	0	0	0.172
HSP90AB1	NR3C2	9606.ENSP00000360609	9606.ENSP00000350815	0	0	0	0	0	0.240	0	0	0.240
HSP90AB1	EPHB4	9606.ENSP00000360609	9606.ENSP00000350896	0	0	0	0	0	0.161	0	0	0.161
HSP90AB1	ROS1	9606.ENSP00000360609	9606.ENSP00000357494	0	0	0	0	0	0.161	0	0	0.161
HSP90AB1	CASP7	9606.ENSP00000360609	9606.ENSP00000358327	0	0	0	0	0	0.159	0	0	0.158
HSP90AB1	TBXAS1	9606.ENSP00000360609	9606.ENSP00000389414	0	0	0	0	0	0.160	0	0	0.159
HSP90AB1	SYK	9606.ENSP00000360609	9606.ENSP00000364907	0	0	0	0	0	0.161	0	0	0.161
HSP90AB1	JAK3	9606.ENSP00000360609	9606.ENSP00000391676	0	0	0	0	0	0.163	0	0	0.163
HSP90AB1	PRKCZ	9606.ENSP00000360609	9606.ENSP00000367830	0	0	0	0	0	0.237	0	0	0.237
HSP90AB1	NTRK1	9606.ENSP00000360609	9606.ENSP00000431418	0	0	0	0	0	0.237	0	0	0.237
HSP90AB1	TYK2	9606.ENSP00000360609	9606.ENSP00000431885	0	0	0	0	0	0.237	0	0	0.237
HSP90AB1	MAP3K1	9606.ENSP00000360609	9606.ENSP00000382423	0	0	0	0	0	0.269	0	0	0.269
HSP90AB1	ITK	9606.ENSP00000360609	9606.ENSP00000398655	0	0	0	0	0	0.320	0	0	0.320
HSP90AB1	RPS6KA3	9606.ENSP00000360609	9606.ENSP00000368884	0	0	0	0	0	0.264	0	0	0.264
HSP90AB1	PPP2CA	9606.ENSP00000360609	9606.ENSP00000418447	0	0	0	0	0	0.243	0	0	0.242
HSP90AB1	MAP3K14	9606.ENSP00000360609	9606.ENSP00000482657	0	0	0	0	0	0.380	0	0	0.380
HSP90AB1	MAP3K6	9606.ENSP00000360609	9606.ENSP00000419591	0	0	0	0	0	0.425	0	0	0.425
HSP90AB1	ERN1	9606.ENSP00000360609	9606.ENSP00000401445	0	0	0	0	0	0.161	0	0	0.161
HSP90AB1	ALK	9606.ENSP00000360609	9606.ENSP00000373700	0	0	0	0	0	0.237	0	0	0.237
HSP90AB1	CDK9	9606.ENSP00000360609	9606.ENSP00000362361	0	0	0	0	0	0.638	0	0	0.638
HSP90AB1	JAK2	9606.ENSP00000360609	9606.ENSP00000371067	0	0	0	0	0	0.362	0	0	0.362
HSP90AB1	CDK1	9606.ENSP00000360609	9606.ENSP00000378699	0	0	0	0	0	0.249	0	0	0.248
HSP90AB1	CHEK1	9606.ENSP00000360609	9606.ENSP00000388648	0	0	0	0	0	0.431	0	0	0.431
HSP90AB1	IKBKB	9606.ENSP00000360609	9606.ENSP00000430684	0	0	0	0	0	0.656	0	0	0.656
HSP90AB1	AR	9606.ENSP00000360609	9606.ENSP00000363822	0	0	0	0	0	0.285	0	0	0.285
HSP90AB1	SRC	9606.ENSP00000360609	9606.ENSP00000362680	0	0	0	0	0	0.488	0	0	0.488
HTR6	GRK7	9606.ENSP00000289753	9606.ENSP00000264952	0	0	0	0	0	0.151	0	0	0.150
HTR6	MTOR	9606.ENSP00000289753	9606.ENSP00000354558	0	0	0	0	0	0.345	0	0	0.345
IARS	MDM2	9606.ENSP00000364794	9606.ENSP00000258149	0	0	0	0	0	0.270	0	0	0.270
IARS	LRRK2	9606.ENSP00000364794	9606.ENSP00000298910	0	0	0	0	0	0.270	0	0	0.270
IARS	ATP2A1	9606.ENSP00000364794	9606.ENSP00000349595	0	0	0	0	0	0.155	0	0	0.154
IARS	AR	9606.ENSP00000364794	9606.ENSP00000363822	0	0	0	0	0	0.213	0	0	0.213
IGF1R	CDKN1B	9606.ENSP00000268035	9606.ENSP00000228872	0	0	0	0	0	0.283	0	0	0.283
IGF1R	TRAP1	9606.ENSP00000268035	9606.ENSP00000246957	0	0	0	0	0	0.161	0	0	0.161
IGF1R	MDM2	9606.ENSP00000268035	9606.ENSP00000258149	0	0	0	0	0	0.880	0	0	0.880
IGF1R	MAP3K6	9606.ENSP00000268035	9606.ENSP00000419591	0	0	0	0.543	0	0.152	0	0	0.151
IGF1R	CHEK1	9606.ENSP00000268035	9606.ENSP00000388648	0	0	0	0.558	0	0.175	0	0	0.175
IGF1R	RET	9606.ENSP00000268035	9606.ENSP00000347942	0	0	0	0.606	0	0.150	0	0	0.150
IGF1R	PIM2	9606.ENSP00000268035	9606.ENSP00000365692	0	0	0	0	0	0.193	0	0	0.193
IGF1R	PDK1	9606.ENSP00000268035	9606.ENSP00000376352	0	0	0	0	0	0.158	0	0	0.157
IGF1R	HDAC6	9606.ENSP00000268035	9606.ENSP00000334061	0	0	0	0	0	0.250	0	0	0.250
IGF1R	PRKDC	9606.ENSP00000268035	9606.ENSP00000313420	0	0	0	0	0	0.186	0	0	0.186
IGF1R	MAP2K1	9606.ENSP00000268035	9606.ENSP00000302486	0	0	0	0.572	0	0.233	0	0	0.233
IGF1R	HSP90AB1	9606.ENSP00000268035	9606.ENSP00000360609	0	0	0	0	0	0.282	0	0	0.282
IGF1R	ERBB2	9606.ENSP00000268035	9606.ENSP00000269571	0	0	0	0.565	0	0.534	0	0	0.534
IGF1R	MTOR	9606.ENSP00000268035	9606.ENSP00000354558	0	0	0	0	0	0.187	0	0	0.187
IGF1R	JAK1	9606.ENSP00000268035	9606.ENSP00000343204	0	0	0	0.562	0	0.282	0	0	0.282
IGF1R	PIK3CD	9606.ENSP00000268035	9606.ENSP00000366563	0	0	0	0	0	0.202	0	0	0.202
IGF1R	JAK2	9606.ENSP00000268035	9606.ENSP00000371067	0	0	0	0.564	0	0.471	0	0	0.471
IGF1R	PRKCD	9606.ENSP00000268035	9606.ENSP00000378217	0	0	0	0.551	0	0.275	0	0	0.275
IGF1R	SRC	9606.ENSP00000268035	9606.ENSP00000362680	0	0	0	0.711	0	0.470	0	0	0.470
IGF1R	INSR	9606.ENSP00000268035	9606.ENSP00000303830	0	0	0	0.957	0	0.854	0	0	0.854
IGF1R	PTPN1	9606.ENSP00000268035	9606.ENSP00000360683	0	0	0	0	0	0.957	0	0	0.957
IGF1R	PTPN11	9606.ENSP00000268035	9606.ENSP00000340944	0	0	0	0	0	0.712	0	0	0.712
IKBKB	PYGL	9606.ENSP00000430684	9606.ENSP00000216392	0	0	0	0	0	0.175	0	0	0.175
IKBKB	AURKA	9606.ENSP00000430684	9606.ENSP00000216911	0	0	0	0.621	0	0.295	0	0	0.295
IKBKB	MAPK14	9606.ENSP00000430684	9606.ENSP00000229795	0	0	0	0.648	0	0.351	0	0	0.351
IKBKB	TRAP1	9606.ENSP00000430684	9606.ENSP00000246957	0	0	0	0	0	0.161	0	0	0.161
IKBKB	CREBBP	9606.ENSP00000430684	9606.ENSP00000262367	0	0	0	0	0	0.750	0	0	0.750
IKBKB	PRKCQ	9606.ENSP00000430684	9606.ENSP00000263125	0	0	0	0.565	0	0.848	0	0	0.848
IKBKB	GRK7	9606.ENSP00000430684	9606.ENSP00000264952	0	0	0	0.584	0	0.251	0	0	0.250
IKBKB	MAP2K1	9606.ENSP00000430684	9606.ENSP00000302486	0	0	0	0.607	0	0.178	0	0	0.177
IKBKB	PRKCB	9606.ENSP00000430684	9606.ENSP00000305355	0	0	0	0.565	0	0.688	0	0	0.688
IKBKB	PRKCE	9606.ENSP00000430684	9606.ENSP00000306124	0	0	0	0.559	0	0.327	0	0	0.327
IKBKB	EIF2AK3	9606.ENSP00000430684	9606.ENSP00000307235	0	0	0	0.548	0	0.213	0	0	0.213
IKBKB	PRKDC	9606.ENSP00000430684	9606.ENSP00000313420	0	0	0	0	0	0.317	0	0	0.317
IKBKB	CASP8	9606.ENSP00000430684	9606.ENSP00000351273	0	0	0	0	0	0.317	0	0	0.317
IKBKB	DPP4	9606.ENSP00000430684	9606.ENSP00000353731	0	0	0	0	0	0.270	0	0	0.270
IKBKB	MTOR	9606.ENSP00000430684	9606.ENSP00000354558	0	0	0	0	0	0.519	0	0	0.519
IKBKB	PARP1	9606.ENSP00000430684	9606.ENSP00000355759	0	0	0	0	0	0.268	0	0	0.268
IKBKB	JUN	9606.ENSP00000430684	9606.ENSP00000360266	0	0	0	0	0	0.282	0	0	0.282
IKBKB	HSP90AB1	9606.ENSP00000430684	9606.ENSP00000360609	0	0	0	0	0	0.656	0	0	0.656
IKBKB	SRC	9606.ENSP00000430684	9606.ENSP00000362680	0	0	0	0.561	0	0.836	0	0	0.836
IKBKB	PRKCZ	9606.ENSP00000430684	9606.ENSP00000367830	0	0	0	0.570	0	0.213	0	0	0.213
IKBKB	PDK1	9606.ENSP00000430684	9606.ENSP00000376352	0	0	0	0	0	0.158	0	0	0.157
IKBKB	PRKCD	9606.ENSP00000430684	9606.ENSP00000378217	0	0	0	0.568	0	0.327	0	0	0.327
IKBKB	MAP3K1	9606.ENSP00000430684	9606.ENSP00000382423	0	0	0	0.560	0	0.686	0	0	0.686
IKBKB	PRKCA	9606.ENSP00000430684	9606.ENSP00000408695	0	0	0	0.567	0	0.285	0	0	0.285
IKBKB	PPP2CA	9606.ENSP00000430684	9606.ENSP00000418447	0	0	0	0	0	0.526	0	0	0.526
IKBKB	MAP3K6	9606.ENSP00000430684	9606.ENSP00000419591	0	0	0	0.562	0	0.152	0	0	0.151
IKBKB	MAP3K14	9606.ENSP00000430684	9606.ENSP00000482657	0	0	0	0.550	0	0.874	0	0	0.874
IL1B	PTPN1	9606.ENSP00000263341	9606.ENSP00000360683	0	0	0	0	0	0.270	0	0	0.270
IL1B	ADRB2	9606.ENSP00000263341	9606.ENSP00000305372	0	0	0	0	0	0.213	0	0	0.213
IL1B	CASP8	9606.ENSP00000263341	9606.ENSP00000351273	0	0	0	0	0	0.182	0	0	0.181
IL1B	CASP1	9606.ENSP00000263341	9606.ENSP00000433138	0	0	0	0	0	0.773	0	0	0.773
IL6ST	ERBB2	9606.ENSP00000370698	9606.ENSP00000269571	0	0	0	0	0	0.270	0	0	0.270
IL6ST	PTPN11	9606.ENSP00000370698	9606.ENSP00000340944	0	0	0	0	0	0.878	0	0	0.878
IL6ST	JAK1	9606.ENSP00000370698	9606.ENSP00000343204	0	0	0	0	0	0.879	0	0	0.879
IL6ST	PIK3CG	9606.ENSP00000370698	9606.ENSP00000352121	0	0	0	0	0	0.213	0	0	0.213
IL6ST	CDK9	9606.ENSP00000370698	9606.ENSP00000362361	0	0	0	0	0	0.270	0	0	0.270
IL6ST	AR	9606.ENSP00000370698	9606.ENSP00000363822	0	0	0	0	0	0.270	0	0	0.270
IL6ST	PRKCD	9606.ENSP00000370698	9606.ENSP00000378217	0	0	0	0	0	0.270	0	0	0.270
IL6ST	VAV1	9606.ENSP00000370698	9606.ENSP00000472929	0	0	0	0	0	0.270	0	0	0.270
IL6ST	JAK3	9606.ENSP00000370698	9606.ENSP00000391676	0	0	0	0	0	0.376	0	0	0.376
IL6ST	TYK2	9606.ENSP00000370698	9606.ENSP00000431885	0	0	0	0	0	0.281	0	0	0.281
IL6ST	JAK2	9606.ENSP00000370698	9606.ENSP00000371067	0	0	0	0	0	0.814	0	0	0.814
IMPDH1	FASN	9606.ENSP00000345096	9606.ENSP00000304592	0	0	0	0	0	0.269	0	0	0.269
IMPDH1	GSTM1	9606.ENSP00000345096	9606.ENSP00000311469	0	0	0	0	0	0.163	0	0	0.163
IMPDH1	IMPDH2	9606.ENSP00000345096	9606.ENSP00000321584	0	0	0	0.983	0	0.873	0	0	0.873
IMPDH2	CDK2	9606.ENSP00000321584	9606.ENSP00000266970	0	0	0	0	0	0.307	0	0	0.307
IMPDH2	LRRK2	9606.ENSP00000321584	9606.ENSP00000298910	0	0	0	0	0	0.270	0	0	0.270
IMPDH2	GSTM1	9606.ENSP00000321584	9606.ENSP00000311469	0	0	0	0	0	0.163	0	0	0.163
IMPDH2	AURKB	9606.ENSP00000321584	9606.ENSP00000313950	0	0	0	0	0	0.270	0	0	0.270
IMPDH2	MAPK10	9606.ENSP00000321584	9606.ENSP00000352157	0	0	0	0	0	0.323	0	0	0.323
IMPDH2	IMPDH1	9606.ENSP00000321584	9606.ENSP00000345096	0	0	0	0.983	0	0.873	0	0	0.873
INSR	MAPK1	9606.ENSP00000303830	9606.ENSP00000215832	0	0	0	0.571	0	0.351	0	0	0.351
INSR	TRAP1	9606.ENSP00000303830	9606.ENSP00000246957	0	0	0	0	0	0.161	0	0	0.161
INSR	MAPK3	9606.ENSP00000303830	9606.ENSP00000263025	0	0	0	0.573	0	0.351	0	0	0.351
INSR	CDK2	9606.ENSP00000303830	9606.ENSP00000266970	0	0	0	0.628	0	0.285	0	0	0.285
INSR	IGF1R	9606.ENSP00000303830	9606.ENSP00000268035	0	0	0	0.957	0	0.854	0	0	0.854
INSR	ERBB2	9606.ENSP00000303830	9606.ENSP00000269571	0	0	0	0.567	0	0.246	0	0	0.246
INSR	MAP2K1	9606.ENSP00000303830	9606.ENSP00000302486	0	0	0	0.568	0	0.178	0	0	0.177
INSR	MAP3K6	9606.ENSP00000303830	9606.ENSP00000419591	0	0	0	0.542	0	0.152	0	0	0.151
INSR	HSP90AB1	9606.ENSP00000303830	9606.ENSP00000360609	0	0	0	0	0	0.161	0	0	0.161
INSR	VAV1	9606.ENSP00000303830	9606.ENSP00000472929	0	0	0	0	0	0.281	0	0	0.281
INSR	PDK1	9606.ENSP00000303830	9606.ENSP00000376352	0	0	0	0	0	0.158	0	0	0.157
INSR	PRKCA	9606.ENSP00000303830	9606.ENSP00000408695	0	0	0	0.549	0	0.229	0	0	0.229
INSR	JAK1	9606.ENSP00000303830	9606.ENSP00000343204	0	0	0	0.562	0	0.471	0	0	0.471
INSR	PRKCD	9606.ENSP00000303830	9606.ENSP00000378217	0	0	0	0.553	0	0.526	0	0	0.526
INSR	JAK2	9606.ENSP00000303830	9606.ENSP00000371067	0	0	0	0.565	0	0.499	0	0	0.499
INSR	SRC	9606.ENSP00000303830	9606.ENSP00000362680	0	0	0	0.708	0	0.302	0	0	0.302
INSR	ADRB2	9606.ENSP00000303830	9606.ENSP00000305372	0	0	0	0	0	0.225	0	0	0.225
INSR	PTPN11	9606.ENSP00000303830	9606.ENSP00000340944	0	0	0	0	0	0.866	0	0	0.866
INSR	PTPN1	9606.ENSP00000303830	9606.ENSP00000360683	0	0	0	0	0	0.985	0	0	0.985
ITK	TRAP1	9606.ENSP00000398655	9606.ENSP00000246957	0	0	0	0	0	0.161	0	0	0.161
ITK	ERBB2	9606.ENSP00000398655	9606.ENSP00000269571	0	0	0	0.672	0	0.444	0	0	0.444
ITK	MAP2K1	9606.ENSP00000398655	9606.ENSP00000302486	0	0	0	0.600	0	0.178	0	0	0.177
ITK	AURKB	9606.ENSP00000398655	9606.ENSP00000313950	0	0	0	0.622	0	0.295	0	0	0.295
ITK	LCK	9606.ENSP00000398655	9606.ENSP00000337825	0	0	0	0.856	0	0.213	0	0	0.213
ITK	HSP90AB1	9606.ENSP00000398655	9606.ENSP00000360609	0	0	0	0	0	0.320	0	0	0.320
ITK	SRC	9606.ENSP00000398655	9606.ENSP00000362680	0	0	0	0.838	0	0.270	0	0	0.270
ITK	PDK1	9606.ENSP00000398655	9606.ENSP00000376352	0	0	0	0	0	0.158	0	0	0.157
ITK	MAP3K6	9606.ENSP00000398655	9606.ENSP00000419591	0	0	0	0.552	0	0.152	0	0	0.151
JAK1	TRAP1	9606.ENSP00000343204	9606.ENSP00000246957	0	0	0	0	0	0.161	0	0	0.161
JAK1	MDM2	9606.ENSP00000343204	9606.ENSP00000258149	0	0	0	0	0	0.494	0	0	0.494
JAK1	PDGFRB	9606.ENSP00000343204	9606.ENSP00000261799	0	0	0	0.554	0	0.279	0	0	0.279
JAK1	IGF1R	9606.ENSP00000343204	9606.ENSP00000268035	0	0	0	0.562	0	0.282	0	0	0.282
JAK1	ERBB2	9606.ENSP00000343204	9606.ENSP00000269571	0	0	0	0.567	0	0.302	0	0	0.302
JAK1	BRAF	9606.ENSP00000343204	9606.ENSP00000288602	0	0	0	0.563	0	0.179	0	0	0.179
JAK1	CCR1	9606.ENSP00000343204	9606.ENSP00000296140	0	0	0	0	0	0.225	0	0	0.225
JAK1	MAP2K1	9606.ENSP00000343204	9606.ENSP00000302486	0	0	0	0.593	0	0.178	0	0	0.177
JAK1	INSR	9606.ENSP00000343204	9606.ENSP00000303830	0	0	0	0.562	0	0.471	0	0	0.471
JAK1	PTPN11	9606.ENSP00000343204	9606.ENSP00000340944	0	0	0	0	0	0.799	0	0	0.799
JAK1	MAP3K6	9606.ENSP00000343204	9606.ENSP00000419591	0	0	0	0.545	0	0.152	0	0	0.151
JAK1	PDK1	9606.ENSP00000343204	9606.ENSP00000376352	0	0	0	0	0	0.158	0	0	0.157
JAK1	PRKCA	9606.ENSP00000343204	9606.ENSP00000408695	0	0	0	0.551	0	0.285	0	0	0.285
JAK1	HSP90AB1	9606.ENSP00000343204	9606.ENSP00000360609	0	0	0	0	0	0.237	0	0	0.237
JAK1	PRKCZ	9606.ENSP00000343204	9606.ENSP00000367830	0	0	0	0.550	0	0.292	0	0	0.292
JAK1	JAK2	9606.ENSP00000343204	9606.ENSP00000371067	0	0	0	0.911	0	0.270	0	0	0.270
JAK1	SYK	9606.ENSP00000343204	9606.ENSP00000364907	0	0	0	0.643	0	0.213	0	0	0.213
JAK1	TYK2	9606.ENSP00000343204	9606.ENSP00000431885	0	0	0	0.926	0	0.462	0	0	0.461
JAK1	JAK3	9606.ENSP00000343204	9606.ENSP00000391676	0	0	0	0.892	0	0.462	0	0	0.461
JAK1	IL6ST	9606.ENSP00000343204	9606.ENSP00000370698	0	0	0	0	0	0.879	0	0	0.879
